☆央卫☆,#genre#
东南卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226588/index.m3u8
东方卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226554/index.m3u8
东方卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226652/index.m3u8
北京卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226544/index.m3u8
北京卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226670/index.m3u8
天津卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226613/index.m3u8
天津卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226666/index.m3u8
安徽卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226587/index.m3u8
安徽卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226673/index.m3u8
山东卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226609/index.m3u8
山东卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226662/index.m3u8
广东卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226556/index.m3u8
广东卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226654/index.m3u8
江苏卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226558/index.m3u8
江苏卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226658/index.m3u8
江西卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226607/index.m3u8
浙江卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226562/index.m3u8
浙江卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226729/index.m3u8
深圳卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226611/index.m3u8
深圳卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226664/index.m3u8
湖北卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226615/index.m3u8
湖北卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226723/index.m3u8
湖南卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226605/index.m3u8
湖南卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226725/index.m3u8
辽宁卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226594/index.m3u8
辽宁卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226660/index.m3u8
重庆卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226586/index.m3u8
重庆卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226650/index.m3u8
黑龙江卫视 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226564/index.m3u8
黑龙江卫视 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226656/index.m3u8
上海纪实人文 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226727/index.m3u8
北京冬奥纪实 8M1080,http://39.135.33.12/PLTV/77777777/224/3221226668/index.m3u8
NewTV中国功夫 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226576/index.m3u8
NewTV军事评论 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226627/index.m3u8
NewTV军旅剧场 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226570/index.m3u8
NewTV农业致富 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226572/index.m3u8
NewTV动作电影 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226540/index.m3u8
NewTV古装剧场 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226595/index.m3u8
NewTV家庭剧场 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226621/index.m3u8
NewTV怡伴健康 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226631/index.m3u8
NewTV惊悚悬疑 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226568/index.m3u8
NewTV明星大片 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226635/index.m3u8
NewTV武搏世界 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226637/index.m3u8
NewTV海外剧场 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226665/index.m3u8
NewTV潮妈辣婆 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226542/index.m3u8
NewTV炫舞未来 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226560/index.m3u8
NewTV爱情喜剧 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226532/index.m3u8
NewTV精品体育 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226625/index.m3u8
NewTV精品大剧 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226617/index.m3u8
NewTV精品纪录 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226623/index.m3u8
NewTV金牌综艺 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226574/index.m3u8
黑莓动画 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226538/index.m3u8
黑莓电影 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226619/index.m3u8
黑莓电竞 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226663/index.m3u8
中山路建设大街 4M1080,http://39.135.33.12/PLTV/88888888/224/3221226758/index.m3u8
裕华路青园街 4M1080,http://39.135.33.12/PLTV/88888888/224/3221226762/index.m3u8
购物 4M1080,http://39.135.33.12/PLTV/88888888/224/3221226714/index.m3u8
购物 4M1080,http://39.135.33.12/PLTV/88888888/224/3221226761/index.m3u8
购物 4M1080,http://39.135.33.12/PLTV/88888888/224/3221226763/index.m3u8
未知 4M1080,http://39.135.33.12/PLTV/77777777/224/3221226845/index.m3u8
贺州综合 3M1080,http://39.135.33.12/PLTV/77777777/224/3221226826/index.m3u8
CCTV1 576,http://39.135.33.12/PLTV/88888888/224/3221226807/index.m3u8
CCTV13 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226853/index.m3u8
CCTV13 4M576,http://39.135.33.12/PLTV/77777777/224/3221226821/index.m3u8
CGTN纪录 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226593/index.m3u8
云南卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226606/index.m3u8
中国教育1 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226592/index.m3u8
中国教育4 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226756/index.m3u8
内蒙古卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226598/index.m3u8
东方卫视 576,http://39.135.33.12/PLTV/88888888/224/3221226805/index.m3u8
吉林卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226566/index.m3u8
四川卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226604/index.m3u8
宁夏卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226651/index.m3u8
山西卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226655/index.m3u8
广西卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226641/index.m3u8
新疆卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226657/index.m3u8
河北卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226645/index.m3u8
河南卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226800/index.m3u8
海南卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226633/index.m3u8
甘肃卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226590/index.m3u8
西藏卫视 4M576,http://39.135.33.12/PLTV/77777777/224/3221226720/index.m3u8
贵州卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226731/index.m3u8
陕西卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226602/index.m3u8
青海卫视 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226653/index.m3u8
厦门卫视 4M576,http://39.135.33.12/PLTV/77777777/224/3221226856/index.m3u8
山东教育卫视 4M576,http://39.135.33.12/PLTV/77777777/224/3221226600/index.m3u8
广东南方卫视上星 4M576,http://39.135.33.12/PLTV/77777777/224/3221226596/index.m3u8
新疆兵团卫视 4M576,http://39.135.33.12/PLTV/77777777/224/3221226854/index.m3u8
上海哈哈炫动 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226659/index.m3u8
北京卡酷少儿 4M576,http://39.135.33.12/PLTV/77777777/224/3221226629/index.m3u8
北京家有购物 720,http://39.135.33.12/PLTV/77777777/224/3221226578/index.m3u8
广东嘉佳卡通 4M576,http://39.135.33.12/PLTV/77777777/224/3221226669/index.m3u8
广东珠江 720,http://39.135.33.12/PLTV/77777777/224/3221226608/index.m3u8
江苏优漫卡通 4M576,http://39.135.33.12/PLTV/77777777/224/3221226661/index.m3u8
湖南金鹰卡通 4M576,http://39.135.33.12/PLTV/77777777/224/3221226649/index.m3u8
湖南金鹰纪实 4M576,http://39.135.33.12/PLTV/77777777/224/3221226647/index.m3u8
河池教育 3.5M576,http://39.135.33.12/PLTV/77777777/224/3221226822/index.m3u8
河池新闻综合 3M576,http://39.135.33.12/PLTV/77777777/224/3221226824/index.m3u8
☆北京☆,#genre#

咪咕4K 31M2160HDR,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226399/1.m3u8
北京冬奥纪实4K33M2160HDR,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226563/1.m3u8
北京冬奥纪实4K26M2160SDR,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226564/1.m3u8
北京IPTV4K超清 17M2160,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226550/1.m3u8
北京IPTV淘BABY 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226554/1.m3u8
北京IPTV淘剧场 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226553/1.m3u8
北京IPTV淘娱乐 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226551/1.m3u8
北京IPTV淘电影 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8
北京IPTV萌宠TV 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226555/1.m3u8
北京大健康 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226556/1.m3u8
凤凰中文 10M720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225942/1.m3u8
凤凰中文 10M720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225948/1.m3u8
凤凰资讯 10M720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225949/1.m3u8
CCTV1 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226416/1.m3u8
CCTV1 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226226/1.m3u8
CCTV1 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226346/1.m3u8
CCTV1 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226431/1.m3u8
CCTV2 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226230/1.m3u8
CCTV2 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226371/1.m3u8
CCTV2 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226472/1.m3u8
CCTV3 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226471/1.m3u8
CCTV4 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226335/1.m3u8
CCTV4 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226470/1.m3u8
CCTV5 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8
CCTV5+ 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226225/1.m3u8
CCTV5+ 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226349/1.m3u8
CCTV5+ 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226458/1.m3u8
CCTV6 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226468/1.m3u8
CCTV7 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226234/1.m3u8
CCTV7 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226467/1.m3u8
CCTV8 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226485/1.m3u8
CCTV9 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226236/1.m3u8
CCTV9 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226465/1.m3u8
CCTV10 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226227/1.m3u8
CCTV10 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226464/1.m3u8
CCTV11 3.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226334/1.m3u8
CCTV11 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226463/1.m3u8
CCTV12 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226228/1.m3u8
CCTV12 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226462/1.m3u8
CCTV13 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226316/1.m3u8
CCTV14 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226229/1.m3u8
CCTV14 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226461/1.m3u8
CCTV15 1.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226460/1.m3u8
CCTV15 3.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226333/1.m3u8
CCTV17 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226318/1.m3u8
CCTV17 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226459/1.m3u8
中国教育1 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226494/1.m3u8
东南卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226406/1.m3u8
东南卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226496/1.m3u8
东方卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226237/1.m3u8
东方卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226364/1.m3u8
东方卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226505/1.m3u8
北京卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226224/1.m3u8
北京卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226367/1.m3u8
北京卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226441/1.m3u8
天津卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226246/1.m3u8
天津卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226502/1.m3u8
安徽卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226223/1.m3u8
安徽卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226499/1.m3u8
山东卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226244/1.m3u8
山东卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226501/1.m3u8
广东卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226238/1.m3u8
广东卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226508/1.m3u8
江苏卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226242/1.m3u8
江苏卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226366/1.m3u8
江苏卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226506/1.m3u8
江西卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226243/1.m3u8
河北卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226507/1.m3u8
浙江卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226247/1.m3u8
浙江卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226365/1.m3u8
浙江卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226504/1.m3u8
深圳卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226245/1.m3u8
深圳卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226495/1.m3u8
湖北卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226240/1.m3u8
湖北卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226503/1.m3u8
湖南卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226509/1.m3u8
贵州卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226497/1.m3u8
辽宁卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226500/1.m3u8
黑龙江卫视 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226239/1.m3u8
黑龙江卫视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226498/1.m3u8
北京冬奥纪实 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226438/1.m3u8
北京卡酷少儿 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226558/1.m3u8
北京影视 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226486/1.m3u8
北京文艺 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226440/1.m3u8
北京新闻 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226437/1.m3u8
北京生活8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226561/1.m3u8
北京科教8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226559/1.m3u8
北京财经8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226560/1.m3u8
北京青年8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226562/1.m3u8
湖南快乐垂钓 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226549/1.m3u8
湖南茶频道 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226548/1.m3u8
黑莓动画 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225914/1.m3u8
黑莓电影 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225927/1.m3u8
黑莓电竞 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225931/1.m3u8
黑莓电竞 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226250/1.m3u8
黑莓电竞 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226262/1.m3u8
NewTV中国功夫 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226321/1.m3u8
NewTV怡伴健康 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226327/1.m3u8
NewTV军事评论 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226326/1.m3u8
NewTV军旅剧场 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226324/1.m3u8
NewTV农业致富 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226304/1.m3u8
NewTV动作电影 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226329/1.m3u8
NewTV古装剧场 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226323/1.m3u8
NewTV家庭剧场 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226330/1.m3u8
NewTV惊悚悬疑 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225921/1.m3u8
NewTV惊悚悬疑 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226423/1.m3u8
NewTV明星大片 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225929/1.m3u8
NewTV明星大片 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226425/1.m3u8
NewTV武搏世界 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226320/1.m3u8
NewTV海外剧场 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226325/1.m3u8
NewTV潮妈辣婆 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226286/1.m3u8
NewTV炫舞未来 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226248/1.m3u8
NewTV爱情喜剧 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226322/1.m3u8
NewTV精品体育 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226328/1.m3u8
NewTV精品大剧 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226331/1.m3u8
NewTV精品纪录 2.5M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226332/1.m3u8
NewTV超级体育 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226232/1.m3u8
NewTV超级体育 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226348/1.m3u8
NewTV超级电影 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226233/1.m3u8
NewTV超级电影 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226369/1.m3u8
NewTV超级电视剧 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226253/1.m3u8
NewTV超级电视剧 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226368/1.m3u8
NewTV超级综艺 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226231/1.m3u8
NewTV超级综艺 8M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226370/1.m3u8
NewTV金牌综艺 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226347/1.m3u8
北京家有购物 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226429/1.m3u8
山西优购物 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226386/1.m3u8
央广购物 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226363/1.m3u8
江苏好享购物 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226344/1.m3u8
湖南快乐购 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226341/1.m3u8
江西风尚购物 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226342/1.m3u8
5GO美妆个护 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226387/1.m3u8
5GO美妆个护 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226389/1.m3u8
5GO服饰内衣 4M1080,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226388/1.m3u8
CCTV1 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226432/1.m3u8
CCTV1 720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226338/1.m3u8
CCTV2 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225934/1.m3u8
CCTV2 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226457/1.m3u8
CCTV3 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226456/1.m3u8
CCTV4 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226156/1.m3u8
CCTV4 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226455/1.m3u8
CCTV5 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226454/1.m3u8
CCTV5 720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226256/1.m3u8
CCTV5 720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226257/1.m3u8
CCTV5 720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226258/1.m3u8
CCTV5 720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226259/1.m3u8
CCTV5 720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226260/1.m3u8
CCTV5 720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226261/1.m3u8
CCTV6 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226453/1.m3u8
CCTV7 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225863/1.m3u8
CCTV7 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226452/1.m3u8
CCTV8 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226451/1.m3u8
CCTV9 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226450/1.m3u8
CCTV10 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225868/1.m3u8
CCTV10 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226449/1.m3u8
CCTV11 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225869/1.m3u8
CCTV11 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226448/1.m3u8
CCTV12 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225870/1.m3u8
CCTV12 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226447/1.m3u8
CCTV13 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226446/1.m3u8
CCTV13 720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226339/1.m3u8
CCTV14 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225872/1.m3u8
CCTV14 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226445/1.m3u8
CCTV15 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225940/1.m3u8
CCTV15 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226444/1.m3u8
CCTV17 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226442/1.m3u8
CGTN 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226404/1.m3u8
CGTN 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225867/1.m3u8
CGTN 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226443/1.m3u8
CGTN纪录 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226403/1.m3u8
CGTN纪录 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225866/1.m3u8
中国教育1 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226417/1.m3u8
中国教育1 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226538/1.m3u8
中国教育1 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225905/1.m3u8
中国教育2 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226537/1.m3u8
中国教育4 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226362/1.m3u8
中国教育4 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226557/1.m3u8
东南卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226517/1.m3u8
东南卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225876/1.m3u8
东方卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226519/1.m3u8
云南卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226424/1.m3u8
云南卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225902/1.m3u8
云南卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226543/1.m3u8
